time,gFx,gFy,gFz,TgF
0.011575,-0.0581,1.0053,-0.0403,1.01
0.031102,-0.0584,1.0056,-0.0462,1.01
0.045368,-0.0564,1.0036,-0.0535,1.01
0.064922,-0.0528,1.0097,-0.0557,1.01
0.095406,-0.0577,1.0139,-0.0562,1.02
0.112175,-0.0601,1.0065,-0.0454,1.01
0.129087,-0.0599,1.0039,-0.0454,1.01
0.148314,-0.0564,1.0017,-0.0440,1.00
0.162356,-0.0555,1.0007,-0.0474,1.00
0.195720,-0.0599,1.0095,-0.0501,1.01
0.212020,-0.0603,1.0141,-0.0562,1.02
0.229173,-0.0567,1.0097,-0.0572,1.01
0.246048,-0.0547,1.0065,-0.0445,1.01
0.265604,-0.0599,1.0053,-0.0374,1.01
0.295995,-0.0498,1.0070,-0.0469,1.01
0.312369,-0.0579,1.0036,-0.0479,1.01
0.329919,-0.0562,1.0080,-0.0530,1.01
0.346246,-0.0552,1.0168,-0.0635,1.02
0.365984,-0.0625,1.0151,-0.0596,1.02
0.396266,-0.0608,0.9933,-0.0208,1.00
0.412752,-0.0596,0.9872,-0.0142,0.99
0.430118,-0.0545,0.9941,-0.0303,1.00
0.446104,-0.0748,0.9870,-0.0391,0.99
0.465961,-0.0467,1.0258,-0.0567,1.03
0.496285,-0.0398,1.0097,-0.0374,1.01
0.513771,-0.0432,0.9951,-0.0164,1.00
0.530785,-0.0577,0.9740,0.0012,0.98
0.550772,-0.0699,0.9782,-0.0252,0.98
0.566537,-0.0638,0.9982,-0.0347,1.00
0.596887,-0.0767,1.0046,-0.0340,1.01
0.614422,-0.0559,1.0126,-0.0687,1.02
0.630664,-0.0501,1.0180,-0.0801,1.02
0.650943,-0.0481,1.0310,-0.0711,1.03
0.679762,-0.0589,1.0158,-0.0643,1.02
0.698349,-0.0594,1.0107,-0.0616,1.01
0.714251,-0.0618,1.0065,-0.0611,1.01
0.730843,-0.0618,1.0070,-0.0655,1.01
0.754454,-0.0603,1.0085,-0.0672,1.01
0.770411,-0.0520,1.0080,-0.0628,1.01
0.798538,-0.0457,1.0046,-0.0520,1.01
0.816315,-0.0459,1.0031,-0.0445,1.01
0.831584,-0.0489,0.9990,-0.0457,1.00
0.867351,-0.0496,1.0007,-0.0364,1.00
0.881228,-0.0496,1.0007,-0.0376,1.00
0.898042,-0.0506,1.0012,-0.0472,1.00
0.914432,-0.0503,1.0085,-0.0601,1.01
0.932586,-0.0515,1.0129,-0.0735,1.02
0.971142,-0.0371,1.0092,-0.0621,1.01
0.984556,-0.0347,1.0014,-0.0511,1.00
0.998220,-0.0359,1.0007,-0.0481,1.00
1.015994,-0.0379,1.0068,-0.0518,1.01
1.050376,-0.0391,1.0087,-0.0672,1.01
1.070633,-0.0384,1.0046,-0.0621,1.01
1.086177,-0.0354,1.0014,-0.0489,1.00
1.099234,-0.0384,1.0041,-0.0391,1.01
1.116721,-0.0415,0.9968,-0.0430,1.00
1.155716,-0.0430,1.0026,-0.0647,1.01
1.156222,-0.0430,1.0026,-0.0647,1.01
1.182617,-0.0423,1.0073,-0.0628,1.01
1.199875,-0.0462,1.0058,-0.0640,1.01
1.216427,-0.0459,1.0070,-0.0689,1.01
1.251575,-0.0464,1.0085,-0.0767,1.01
1.272286,-0.0430,1.0131,-0.0792,1.02
1.282691,-0.0413,1.0124,-0.0743,1.02
1.300506,-0.0408,1.0105,-0.0674,1.01
1.333133,-0.0388,1.0083,-0.0877,1.01
1.350509,-0.0335,1.0153,-0.0972,1.02
1.371780,-0.0325,1.0161,-0.0923,1.02
1.386146,-0.0354,1.0119,-0.0933,1.02
1.400601,-0.0364,1.0119,-0.0840,1.02
1.434010,-0.0398,1.0036,-0.0704,1.01
1.452067,-0.0325,1.0029,-0.0677,1.01
1.474785,-0.0388,1.0041,-0.0750,1.01
1.487004,-0.0374,1.0065,-0.0755,1.01
