time,gFx,gFy,gFz,TgF
0.010557,0.0232,1.0029,-0.0525,1.00
0.029002,0.0259,1.0046,-0.0479,1.01
0.043332,0.0269,1.0034,-0.0459,1.00
0.076950,0.0213,1.0043,-0.0547,1.01
0.093536,0.0110,1.0114,-0.0616,1.01
0.112760,0.0103,1.0180,-0.0684,1.02
0.128262,0.0166,1.0232,-0.0599,1.03
0.143518,0.0313,1.0129,-0.0503,1.01
0.176691,0.0354,0.9960,-0.0489,1.00
0.193961,0.0359,1.0026,-0.0540,1.00
0.210630,0.0320,0.9982,-0.0552,1.00
0.229815,0.0186,0.9985,-0.0547,1.00
0.260446,0.0068,0.9916,-0.0489,0.99
0.277650,0.0059,0.9843,-0.0513,0.99
0.294520,0.0235,0.9870,-0.0515,0.99
0.313819,0.0288,0.9897,-0.0601,0.99
0.327283,0.0144,0.9885,-0.0630,0.99
0.360729,0.0286,1.0002,-0.0916,1.00
0.378091,0.0300,1.0058,-0.0836,1.01
0.394397,-0.0015,1.0469,-0.0684,1.05
0.414590,0.0159,0.9977,-0.0672,1.00
0.428007,0.0103,0.9868,-0.0635,0.99
0.460827,0.0220,0.9780,-0.0804,0.98
0.478355,0.0120,0.9814,-0.0865,0.99
0.495186,0.0151,0.9885,-0.0955,0.99
0.518704,0.0181,1.0048,-0.1112,1.01
0.530747,0.0193,1.0107,-0.1209,1.02
0.562945,0.0235,1.0043,-0.1576,1.02
0.580162,0.0266,0.9938,-0.1752,1.01
0.595313,0.0230,0.9828,-0.1774,1.00
0.619831,0.0271,0.9626,-0.1722,0.98
0.635787,0.0252,0.9547,-0.1796,0.97
0.663525,0.0318,0.9428,-0.2233,0.97
0.679691,0.0359,0.9386,-0.2455,0.97
0.697950,0.0435,0.9293,-0.2761,0.97
0.713534,0.0476,0.9198,-0.3032,0.97
0.736067,0.0398,0.9186,-0.3186,0.97
0.762724,0.0430,0.9103,-0.2853,0.95
0.779383,0.0491,0.8971,-0.2665,0.94
0.796870,0.0313,0.8871,-0.2660,0.93
0.812619,0.0107,0.8846,-0.2900,0.93
0.835758,-0.0039,0.8675,-0.3433,0.93
0.853305,0.0024,0.8429,-0.3784,0.92
0.878794,0.0061,0.8409,-0.4119,0.94
0.896140,0.0054,0.8451,-0.4314,0.95
0.913399,-0.0007,0.8443,-0.4554,0.96
0.934817,-0.0193,0.8385,-0.4561,0.95
0.963321,-0.0230,0.8641,-0.4016,0.95
0.980378,-0.0098,0.8920,-0.3696,0.97
0.998232,0.0000,0.9164,-0.3674,0.99
1.014366,0.0225,0.9169,-0.4266,1.01
1.034793,0.0442,0.8724,-0.5096,1.01
1.063279,-0.0022,0.7984,-0.4796,0.93
1.080198,-0.0525,0.7999,-0.4434,0.92
1.096993,-0.0858,0.8040,-0.5201,0.96
1.119149,-0.0618,0.7727,-0.6139,0.99
1.146839,0.0618,0.7131,-0.5358,0.89
1.164592,0.1571,0.6804,-0.3877,0.80
1.180830,0.1769,0.6428,-0.3677,0.76
1.198436,0.1673,0.6286,-0.4261,0.78
1.215798,0.0748,0.6506,-0.5433,0.85
1.237821,-0.0523,0.6523,-0.6222,0.90
1.264823,-0.1029,0.6298,-0.6337,0.90
1.281083,-0.1107,0.6560,-0.6157,0.91
1.298857,-0.0440,0.7029,-0.6420,0.95
1.338477,0.1092,0.7388,-0.6929,1.02
1.339052,0.1092,0.7388,-0.6929,1.02
1.364809,0.0474,0.6963,-0.6064,0.92
1.381854,-0.0049,0.6738,-0.5876,0.89
1.398324,-0.0581,0.6792,-0.6137,0.92
1.419980,-0.0963,0.6804,-0.7036,0.98
1.448591,-0.0474,0.6799,-0.7842,1.04
1.465142,-0.0178,0.6980,-0.7806,1.05
1.484000,-0.0371,0.7324,-0.7820,1.07
1.499306,-0.0625,0.7674,-0.8331,1.13
1.519507,-0.0542,0.8074,-0.9782,1.27
1.548627,0.0247,0.7647,-0.9626,1.23
1.566224,0.0584,0.6975,-0.8353,1.09
1.583088,0.0337,0.6657,-0.7368,0.99
1.600368,-0.0322,0.6858,-0.7615,1.03
1.638471,-0.0779,0.7779,-1.0271,1.29
1.652983,-0.0723,0.7705,-1.0131,1.27
1.666283,-0.0611,0.7595,-0.9460,1.21
1.683160,-0.0689,0.7468,-0.8695,1.15
1.718000,-0.0652,0.7942,-0.9135,1.21
1.738778,-0.0738,0.8360,-0.9784,1.29
1.754470,-0.0574,0.8600,-0.9716,1.30
1.766475,-0.0344,0.9054,-0.9174,1.29
1.784787,-0.0269,1.0146,-0.8477,1.32
1.816417,-0.1146,0.9372,-0.9276,1.32
1.838611,-0.1532,0.9367,-0.8475,1.27
1.855022,-0.1207,0.9892,-0.7170,1.23
1.866379,-0.0784,1.0571,-0.6159,1.23
1.884413,0.0484,1.0151,-0.4498,1.11
1.916442,0.1053,0.9347,-0.1996,0.96
1.939976,-0.0132,0.9792,-0.1832,1.00
1.956744,-0.0696,1.0036,-0.2663,1.04
1.966709,-0.0288,1.0574,-0.3003,1.10
1.984277,-0.0606,1.0725,-0.4065,1.15
2.017982,0.0606,1.0317,-0.1857,1.05
2.038808,0.0738,0.9523,-0.0684,0.96
2.056346,0.0528,0.9220,-0.0198,0.92
2.067773,0.0203,0.9274,0.0000,0.93
2.100942,-0.0027,1.0368,-0.0379,1.04
2.118188,0.0220,1.0845,-0.1322,1.09
2.139405,-0.0098,1.1299,-0.2030,1.15
2.158585,-0.0611,1.1394,-0.1471,1.15
2.168049,-0.0938,1.1045,-0.1126,1.11
2.200967,-0.0850,0.9736,-0.0027,0.98
2.218854,-0.0469,0.9213,0.0374,0.92
2.240057,-0.0024,0.8761,0.0965,0.88
2.253576,0.0159,0.8700,0.1129,0.88
2.268512,0.0408,0.8849,0.1200,0.89
2.302523,0.0274,0.9061,0.1395,0.92
2.318533,-0.0012,0.9152,0.1371,0.93
2.359009,-0.0088,0.9846,0.0752,0.99
2.366408,-0.0032,0.9973,0.0682,1.00
2.370725,-0.0002,1.0002,0.0677,1.00
2.402014,0.0139,1.0095,0.0833,1.01
2.418244,0.0134,1.0065,0.1002,1.01
2.439411,0.0095,1.0007,0.1107,1.01
2.452271,-0.0076,1.0056,0.1065,1.01
2.486232,-0.0318,1.0019,0.0977,1.01
2.503790,-0.0208,1.0097,0.0804,1.01
2.520495,-0.0064,1.0117,0.0652,1.01
2.540878,0.0076,1.0105,0.0542,1.01
2.559394,0.0032,1.0080,0.0357,1.01
2.586335,-0.0090,1.0083,0.0205,1.01
2.603195,-0.0103,1.0007,0.0225,1.00
2.624434,-0.0083,0.9887,0.0335,0.99
2.637868,-0.0029,0.9865,0.0430,0.99
2.652694,-0.0032,0.9948,0.0498,1.00
2.686566,0.0110,1.0148,-0.0071,1.01
2.704216,0.0186,1.0183,-0.0450,1.02
2.722480,0.0215,1.0153,-0.0628,1.02
2.742337,0.0191,1.0200,-0.0704,1.02
2.753511,0.0186,1.0207,-0.0760,1.02
2.786404,0.0056,1.0063,-0.0745,1.01
2.803413,-0.0081,0.9933,-0.0577,1.00
2.826678,-0.0164,0.9892,-0.0450,0.99
2.843487,-0.0188,0.9963,-0.0542,1.00
2.854828,-0.0183,1.0017,-0.0640,1.00
2.887040,-0.0337,1.0144,-0.0970,1.02
2.904872,-0.0393,1.0180,-0.1165,1.03
2.922130,-0.0371,1.0192,-0.1182,1.03
2.944110,-0.0261,1.0168,-0.1002,1.02
2.957170,-0.0169,1.0141,-0.0887,1.02
2.988101,0.0029,1.0034,-0.0718,1.01
3.004386,0.0100,0.9975,-0.0787,1.00
3.020885,0.0093,1.0021,-0.0838,1.01
3.042553,0.0012,1.0053,-0.0872,1.01
3.070477,-0.0095,1.0083,-0.0941,1.01
3.088194,-0.0046,1.0122,-0.0926,1.02
3.106120,-0.0076,1.0058,-0.0906,1.01
3.121142,-0.0066,1.0068,-0.0933,1.01
3.142492,-0.0154,1.0200,-0.1090,1.03
3.156976,-0.0144,1.0212,-0.1146,1.03
3.188240,-0.0188,1.0048,-0.0870,1.01
3.206131,-0.0215,1.0075,-0.0699,1.01
3.221900,-0.0230,1.0039,-0.0657,1.01
3.243718,-0.0198,0.9992,-0.0555,1.00
3.259602,-0.0210,1.0046,-0.0491,1.01
3.288989,-0.0149,0.9941,-0.0696,1.00
3.305091,-0.0139,0.9997,-0.0941,1.00
3.328439,-0.0166,1.0019,-0.0867,1.01
