time,gFx,gFy,gFz,TgF
4.042103,-0.0779,0.1048,0.9719,0.98
4.058623,-0.0655,0.1065,0.9897,1
4.080777,-0.0606,0.0945,0.9924,1
4.096279,-0.0696,0.0872,0.9955,1
4.126668,-0.0589,0.0645,0.9894,0.99
4.142476,-0.0528,0.0601,0.9997,1
4.160823,-0.0261,0.0594,0.9755,0.98
4.176858,0,0.0603,0.9789,0.98
4.199161,0.0413,0.0591,0.9975,1
4.21775,0.0232,0.0897,0.9538,0.96
4.242827,-0.0322,0.1097,0.9499,0.96
4.259679,-0.043,0.0806,0.9973,1
4.280952,-0.0384,0.0559,1.0095,1.01
4.301315,-0.0056,0.0528,1.0126,1.01
4.326354,0.0105,0.0674,0.9665,0.97
4.344162,-0.0132,0.1214,0.9181,0.93
4.36198,-0.0498,0.1361,0.9545,0.97
4.376947,-0.0603,0.1173,0.9838,0.99
4.399971,-0.0552,0.0814,1.0334,1.04
4.42138,-0.0621,0.0743,1.0024,1.01
4.443841,-0.0708,0.0708,0.9765,0.98
4.461046,-0.0657,0.0723,0.9804,0.99
4.48269,-0.0393,0.0647,0.9782,0.98
4.498786,-0.0303,0.0555,0.975,0.98
4.526989,-0.0376,0.0537,0.9726,0.97
4.544983,-0.0491,0.0584,0.977,0.98
4.561305,-0.0506,0.0462,0.9587,0.96
4.583956,-0.0305,0.0814,0.9396,0.94
4.598457,-0.0027,0.1097,0.9535,0.96
4.628759,0.053,0.0811,1.1077,1.11
4.645207,0.0066,0.0511,1.1094,1.11
4.66146,-0.0513,0.0513,1.0398,1.04
4.684055,-0.0782,0.0845,0.9008,0.91
4.71112,-0.0244,0.1094,0.8365,0.84
4.728067,-0.0015,0.1043,0.9098,0.92
4.745416,0.0088,0.0853,1.031,1.03
4.761557,0.0386,0.0823,1.1004,1.1
4.784087,0.0623,0.0757,1.0928,1.1
4.812049,0.0711,0.0618,0.953,0.96
4.829223,0.0601,0.0533,0.9127,0.92
4.845304,0.0506,0.0408,0.9071,0.91
4.862762,0.0369,0.053,0.9152,0.92
4.879002,0.0169,0.0611,0.9572,0.96
4.900802,-0.0137,0.0716,0.9951,1
4.928468,-0.0034,0.0953,1.0569,1.06
4.946905,0.0151,0.0948,1.052,1.06
4.964189,0.0413,0.1068,0.9699,0.98
4.981298,0.043,0.0931,0.9965,1
5.005586,0.0188,0.0581,0.9308,0.93
5.028281,0.0073,0.0569,0.9381,0.94
5.045683,0.0222,0.0711,0.9574,0.96
5.062894,-0.0098,0.077,0.9711,0.97
5.099658,-0.0677,0.0591,1.1035,1.11
5.119932,-0.0555,0.0779,1.0666,1.07
