time,gFx,gFy,gFz,TgF
0.010634,0.0638,0.9728,0.1371,0.98
0.043323,0.0716,0.9992,0.1473,1.01
0.062929,0.1007,1.0278,0.1429,1.04
0.078574,0.0613,1.0273,0.1583,1.04
0.093379,0.0493,1.0073,0.1654,1.02
0.126669,0.0645,0.9631,0.1561,0.98
0.142932,0.0880,0.9831,0.1471,1.00
0.162724,0.0850,0.9946,0.1644,1.01
0.176986,0.0892,0.9958,0.1583,1.01
0.210640,0.0809,0.9706,0.1771,0.99
0.227174,0.0894,0.9628,0.1673,0.98
0.246907,0.0840,0.9792,0.1539,0.99
0.261023,0.0643,0.9931,0.1439,1.01
0.277593,0.0391,0.9870,0.1368,1.00
0.310865,0.0059,0.9462,0.1363,0.96
0.327490,0.0115,0.9433,0.1380,0.95
0.347191,0.0249,0.9831,0.1060,0.99
0.361517,0.0274,1.0063,0.0877,1.01
0.378469,0.0193,1.0107,0.1048,1.02
0.411138,0.0046,0.9789,0.1588,0.99
0.427776,-0.0137,1.0056,0.1312,1.01
0.448081,-0.0398,1.0232,0.0901,1.03
0.462919,-0.0535,0.9963,0.1485,1.01
0.495070,-0.0545,0.9467,0.3638,1.02
0.511166,-0.0332,1.0144,0.3731,1.08
0.528848,-0.0227,1.1121,0.3017,1.15
0.545504,-0.0173,1.1182,0.1632,1.13
0.565786,-0.0210,1.0107,0.2020,1.03
0.582529,-0.0347,0.9042,0.2316,0.93
0.611858,-0.0364,0.9088,0.2177,0.94
0.629600,-0.0222,0.9513,0.1757,0.97
0.645707,-0.0269,0.9792,0.1620,0.99
0.667634,-0.0366,0.9574,0.2028,0.98
0.685597,-0.0288,0.9154,0.2680,0.95
0.713188,-0.0266,0.9174,0.2167,0.94
0.730067,-0.0393,0.9628,0.1813,0.98
0.749315,-0.0173,0.9809,0.2162,1.00
0.768441,0.0208,0.9921,0.2384,1.02
0.796409,0.0283,1.0124,0.2314,1.04
0.813886,0.0173,1.0114,0.2006,1.03
0.830859,0.0117,0.9855,0.1942,1.00
0.852171,0.0098,0.9811,0.2201,1.01
0.870181,-0.0193,0.9963,0.2402,1.02
0.897625,-0.0806,1.0349,0.1957,1.06
0.913490,-0.1168,1.0500,0.1835,1.07
0.930641,-0.1378,1.0608,0.1845,1.09
0.953191,-0.0669,1.0517,0.1920,1.07
0.971926,0.0552,1.1060,0.2282,1.13
0.997988,0.0215,1.1942,0.0821,1.20
1.013894,-0.0858,1.0940,0.0713,1.10
1.031547,-0.0237,0.9980,0.1910,1.02
1.048985,0.0088,1.0383,0.1630,1.05
1.069719,-0.0127,1.1255,0.0445,1.13
1.097267,0.0430,1.0293,0.1676,1.04
1.114116,0.0313,0.9110,0.2001,0.93
1.131945,0.0403,0.8526,0.1510,0.87
1.149108,0.0457,0.8497,0.0520,0.85
1.169155,0.0621,0.8744,-0.0667,0.88
1.197986,0.0682,1.0109,-0.0774,1.02
1.215067,0.0574,1.0745,-0.0247,1.08
1.232179,0.0318,1.0942,0.0044,1.09
1.271116,0.0403,1.0034,0.0853,1.01
1.271625,0.0403,1.0034,0.0853,1.01
1.297492,0.0115,0.9547,0.1204,0.96
