time,gFx,gFy,gFz,TgF
0.010259,0.1046,1.0241,-0.0682,1.03
0.035715,0.1068,0.9963,-0.0032,1.00
0.044084,0.1048,0.9938,-0.0064,1.00
0.060836,0.0980,0.9924,-0.0105,1.00
0.077089,0.0985,0.9894,-0.0042,0.99
0.110619,0.1156,1.0134,-0.0347,1.02
0.129978,0.1080,1.0170,-0.0669,1.02
0.144029,0.0965,1.0100,-0.0630,1.02
0.160794,0.0850,1.0019,-0.0313,1.01
0.194151,0.0880,0.9936,-0.0032,1.00
0.210866,0.0938,0.9975,-0.0239,1.00
0.230406,0.0977,1.0024,-0.0376,1.01
0.244940,0.1021,1.0075,-0.0342,1.01
0.260905,0.1060,1.0058,-0.0313,1.01
0.294736,0.1016,1.0024,-0.0203,1.01
0.310974,0.0955,1.0073,-0.0125,1.01
0.330465,0.1004,1.0061,-0.0276,1.01
0.344412,0.0718,1.0234,-0.0252,1.03
0.361189,0.0997,1.0131,-0.0403,1.02
0.394417,0.1202,0.9806,-0.0425,0.99
0.411852,0.1236,0.9780,-0.0210,0.99
0.431493,0.1080,0.9784,0.0039,0.98
0.444829,0.1016,0.9799,0.0022,0.99
0.461948,0.1060,0.9885,-0.0171,0.99
0.494850,0.1148,1.0043,-0.0464,1.01
0.512305,0.1158,0.9987,-0.0379,1.01
0.531743,0.1153,0.9926,-0.0222,1.00
0.545440,0.1175,0.9850,-0.0191,0.99
0.567509,0.1141,0.9868,-0.0445,0.99
0.595535,0.0945,0.9892,-0.0684,1.00
0.612407,0.0782,0.9970,-0.0628,1.00
0.631974,0.0706,1.0026,-0.0486,1.01
0.662536,0.1065,0.9929,-0.0518,1.00
0.679141,0.1217,0.9772,-0.0474,0.99
0.697651,0.1346,0.9535,-0.0384,0.96
0.713459,0.1393,0.9479,-0.0525,0.96
0.736154,0.1410,0.9601,-0.1143,0.98
0.763042,0.1302,0.9902,-0.1752,1.01
0.781185,0.1427,0.9787,-0.1761,1.00
0.797810,0.1175,0.9684,-0.1713,0.99
0.814007,0.1263,0.9460,-0.1825,0.97
0.834544,0.1578,0.9171,-0.1986,0.95
0.863937,0.2350,0.9110,-0.2673,0.98
0.881192,0.2028,0.9298,-0.3132,1.00
0.896973,0.1673,0.9171,-0.3115,0.98
0.918686,0.1248,0.8895,-0.2636,0.94
0.931235,0.1195,0.8702,-0.2431,0.91
0.964975,0.1263,0.8326,-0.2245,0.87
0.981059,0.1055,0.7920,-0.2553,0.84
0.997338,0.0967,0.7515,-0.2890,0.81
1.019840,0.0941,0.7517,-0.3095,0.82
1.031164,0.0972,0.7647,-0.3271,0.84
1.064675,0.0726,0.7852,-0.3826,0.88
1.081172,0.0572,0.7630,-0.4026,0.86
1.097788,0.0420,0.7556,-0.4051,0.86
1.118558,0.0530,0.7710,-0.3716,0.86
1.131810,0.0760,0.7928,-0.3584,0.87
1.166777,0.1683,0.8319,-0.4576,0.96
1.181042,0.1891,0.8165,-0.5235,0.99
1.199127,0.1852,0.7813,-0.5739,0.99
1.216050,0.1178,0.7559,-0.5514,0.94
1.237470,0.0347,0.7344,-0.4547,0.86
1.264266,0.0032,0.7043,-0.3767,0.80
1.281267,0.0186,0.7148,-0.4415,0.84
1.299130,0.0662,0.7307,-0.5441,0.91
1.314520,0.1253,0.7180,-0.6029,0.95
1.336446,0.1727,0.7300,-0.5729,0.94
1.365298,0.1561,0.7801,-0.5707,0.98
1.382963,0.1222,0.8121,-0.6709,1.06
1.399460,0.1278,0.8221,-0.7957,1.15
1.419004,0.1136,0.8030,-0.8741,1.19
1.434587,0.0740,0.7908,-0.8282,1.15
1.466351,0.0787,0.7583,-0.7036,1.04
1.483130,0.1278,0.7317,-0.7031,1.02
1.499138,0.1642,0.7173,-0.6838,1.00
1.521287,0.1891,0.7100,-0.6916,1.01
1.549102,0.1857,0.7732,-0.8299,1.15
1.566657,0.2348,0.7852,-0.9276,1.24
1.583215,0.2477,0.7832,-0.9306,1.24
1.600848,0.2191,0.7488,-0.8839,1.18
1.617477,0.1788,0.7129,-0.8262,1.11
1.650742,0.1483,0.7009,-0.8174,1.09
1.667144,0.1427,0.7004,-0.8475,1.11
1.683193,0.1146,0.6997,-0.8819,1.13
1.700600,0.0723,0.7012,-0.8727,1.12
1.739012,0.0733,0.7373,-0.7928,1.09
1.739902,0.0757,0.7410,-0.7979,1.09
1.767225,0.1544,0.7962,-0.9435,1.24
1.783555,0.1937,0.7977,-1.0119,1.30
1.800968,0.2260,0.7679,-1.0102,1.29
1.838224,0.1893,0.7796,-0.8074,1.14
1.849614,0.1595,0.7999,-0.7850,1.13
1.867738,0.1073,0.8736,-0.8143,1.20
1.884316,0.1016,0.9814,-0.8815,1.32
1.901771,0.1024,0.9841,-0.9274,1.36
1.938959,0.0858,0.9963,-0.7686,1.26
1.951471,0.0826,0.9958,-0.6977,1.22
1.967498,0.0901,0.9716,-0.6435,1.17
1.984986,0.0997,0.9440,-0.5248,1.08
2.002171,0.1446,0.9227,-0.4251,1.03
2.038122,0.1678,0.8903,-0.2692,0.95
2.050884,0.1292,0.8959,-0.1695,0.92
2.067649,0.0713,0.9301,-0.0332,0.93
