time,gFx,gFy,gFz,TgF
0.010980,0.0066,0.9848,0.1676,1.00
0.028730,0.0093,0.9885,0.1830,1.01
0.043946,0.0178,0.9914,0.1783,1.01
0.077454,0.0191,0.9916,0.1774,1.01
0.092470,0.0156,0.9921,0.1769,1.01
0.112289,0.0112,0.9902,0.1747,1.01
0.126832,0.0169,0.9897,0.1727,1.00
0.160399,0.0173,0.9890,0.1766,1.00
0.177284,0.0139,0.9863,0.1757,1.00
0.196890,0.0154,0.9875,0.1749,1.00
0.210507,0.0117,0.9914,0.1779,1.01
0.227071,0.0137,0.9902,0.1771,1.01
0.260957,0.0103,0.9921,0.1742,1.01
0.277528,0.0095,0.9892,0.1769,1.00
0.297100,0.0127,0.9826,0.1757,1.00
0.311035,0.0169,0.9836,0.1776,1.00
0.327630,0.0139,0.9841,0.1769,1.00
0.360870,0.0169,0.9926,0.1810,1.01
0.378282,0.0125,0.9933,0.1805,1.01
0.397429,0.0120,0.9946,0.1754,1.01
0.411003,0.0171,1.0007,0.1683,1.01
0.428011,0.0147,1.0014,0.1610,1.01
0.461130,0.0054,0.9772,0.1754,0.99
0.478607,0.0310,0.9716,0.1906,0.99
0.495207,0.0073,1.0163,0.1444,1.03
0.514269,0.0066,0.9836,0.1918,1.00
0.549696,0.0095,0.9711,0.1647,0.99
0.561944,0.0203,0.9894,0.1488,1.00
0.580014,0.0366,1.0153,0.1595,1.03
0.597145,0.0142,1.0178,0.1586,1.03
0.616958,-0.0024,1.0048,0.1617,1.02
0.645871,-0.0015,0.9731,0.1634,0.99
0.663141,-0.0049,0.9787,0.1515,0.99
0.679841,0.0081,0.9863,0.1564,1.00
0.696257,0.0183,0.9980,0.1524,1.01
0.717253,0.0083,0.9936,0.1573,1.01
0.747171,0.0132,0.9885,0.1505,1.00
0.762823,0.0208,0.9872,0.1791,1.00
0.778944,0.0159,0.9858,0.1608,1.00
0.798682,0.0191,0.9836,0.1708,1.00
0.812654,0.0059,0.9799,0.1852,1.00
0.846646,-0.0002,0.9965,0.1554,1.01
0.864208,0.0049,0.9892,0.1502,1.00
0.879817,0.0132,0.9740,0.1380,0.98
0.901126,0.0242,0.9704,0.1141,0.98
0.912846,0.0261,0.9714,0.0994,0.98
0.948567,-0.0017,0.9513,0.0694,0.95
0.963266,-0.0078,0.9406,0.0520,0.94
0.980526,-0.0046,0.9301,0.0298,0.93
1.001829,0.0022,0.9100,0.0120,0.91
1.013849,0.0056,0.8986,0.0103,0.90
1.048050,0.0388,0.8881,0.0198,0.89
1.064166,0.0469,0.8824,0.0200,0.88
1.082792,0.0425,0.8795,-0.0010,0.88
1.098615,0.0286,0.8846,-0.0217,0.89
1.119899,0.0325,0.8861,-0.0327,0.89
1.147941,0.0032,0.8433,-0.0440,0.84
1.164099,-0.0264,0.8636,-0.0645,0.87
1.181362,-0.0454,0.9044,-0.0923,0.91
1.199402,-0.0357,0.9391,-0.1244,0.95
1.219216,-0.0129,0.9017,-0.1075,0.91
1.248813,0.0110,0.7720,-0.0704,0.78
1.265158,-0.0066,0.8072,-0.1605,0.82
1.283141,-0.0022,0.9044,-0.1749,0.92
1.298790,0.0144,0.9306,-0.2318,0.96
1.321387,0.0555,0.8560,-0.1969,0.88
1.348084,0.0904,0.8367,-0.2436,0.88
1.367287,0.0760,0.8717,-0.3037,0.93
1.381811,0.0489,0.9088,-0.2993,0.96
1.404593,0.0166,0.9330,-0.2702,0.97
