time,gFx,gFy,gFz,TgF
0.002702,0.0537,1.0148,-0.0300,1.02
0.014747,0.0633,1.0087,-0.0298,1.01
0.027555,0.0750,0.9982,-0.0298,1.00
0.058447,0.0787,0.9985,-0.0154,1.00
0.075754,0.0792,0.9916,-0.0227,1.00
0.095402,0.0564,0.9992,-0.0247,1.00
0.109013,0.0613,1.0117,-0.0310,1.01
0.125568,0.0706,1.0078,-0.0467,1.01
0.158812,0.0511,1.0036,-0.0239,1.01
0.178610,0.0506,1.0029,-0.0298,1.00
0.193074,0.0586,1.0019,-0.0430,1.00
0.209063,0.0645,0.9995,-0.0530,1.00
0.242434,0.0684,1.0017,-0.0340,1.00
0.259168,0.0591,1.0004,-0.0244,1.00
0.278850,0.0579,0.9990,-0.0305,1.00
0.292928,0.0601,1.0024,-0.0391,1.00
0.309304,0.0618,1.0078,-0.0435,1.01
0.327339,0.0606,1.0107,-0.0491,1.01
0.359881,0.0650,1.0136,-0.0586,1.02
0.379609,0.0606,1.0080,-0.0508,1.01
0.392981,0.0599,1.0075,-0.0481,1.01
0.410064,0.0608,0.9985,-0.0415,1.00
0.443209,0.0621,0.9914,-0.0259,0.99
0.460536,0.0684,0.9897,-0.0264,0.99
0.476511,0.0679,0.9938,-0.0225,1.00
0.496369,0.0672,1.0007,-0.0242,1.00
0.510642,0.0760,1.0021,-0.0330,1.01
0.544514,0.0528,1.0156,-0.0137,1.02
0.562256,0.0276,1.0337,-0.0024,1.03
0.577870,0.0640,1.0158,-0.0410,1.02
0.601494,0.1073,0.9748,-0.0789,0.98
0.619180,0.0989,0.9753,-0.0423,0.98
0.645410,0.0259,0.9545,-0.0425,0.96
0.661194,0.0078,0.9557,-0.0459,0.96
0.684336,0.0220,0.9291,-0.0909,0.93
0.697435,0.0056,0.9166,-0.1278,0.93
0.712473,-0.0222,0.9059,-0.1737,0.92
0.745266,-0.0650,0.9147,-0.1735,0.93
0.761956,-0.0335,0.9877,-0.0755,0.99
0.783228,0.0513,1.1250,0.0899,1.13
0.795001,0.1021,1.1722,0.1266,1.18
0.828328,0.2248,1.1810,-0.0435,1.20
0.845414,0.1901,1.1419,-0.0765,1.16
0.861636,0.1160,1.0967,-0.0396,1.10
0.882956,0.0740,1.0503,0.0730,1.06
0.895198,0.0547,1.0210,0.0936,1.03
0.929649,-0.0161,0.9017,0.0283,0.90
0.945495,-0.0347,0.8780,0.0034,0.88
0.963391,-0.0589,0.8868,-0.0024,0.89
0.979705,-0.0669,0.9179,0.0000,0.92
1.000895,-0.0493,0.9577,0.0117,0.96
1.017785,-0.0354,0.9775,-0.0054,0.98
1.045541,-0.0193,0.9342,-0.0474,0.94
1.063386,-0.0093,0.8868,-0.0589,0.89
1.079809,-0.0029,0.8426,-0.0579,0.84
1.102011,0.0098,0.7681,-0.0476,0.77
1.129597,0.0728,0.6860,-0.0217,0.69
1.146335,0.0760,0.6543,-0.0024,0.66
1.163374,0.0271,0.6469,0.0247,0.65
1.180096,-0.0210,0.6767,0.0596,0.68
1.201324,-0.0437,0.7639,0.0960,0.77
1.230018,0.0249,0.8585,0.0972,0.86
1.247170,0.0340,0.8978,0.0452,0.90
1.263728,0.0205,0.9259,-0.0078,0.93
1.280212,0.0110,0.9601,-0.0271,0.96
1.302865,0.0279,0.9765,-0.0049,0.98
1.319823,0.0081,1.0593,0.0291,1.06
1.346514,-0.0550,1.2252,-0.1158,1.23
1.363523,0.0608,1.1526,-0.3884,1.22
1.384246,0.1373,1.0862,-0.4412,1.18
1.413242,0.3433,1.1424,-0.2255,1.21
1.431256,0.5216,1.3161,-0.1862,1.43
1.447634,0.6596,1.5443,-0.1884,1.69
1.464182,0.6181,1.6921,-0.2626,1.82
