time,gFx,gFy,gFz,TgF
0.012167,0.0645,1.0271,-0.0232,1.03
0.030478,0.0650,0.9970,0.0650,1.00
0.052867,0.0728,0.9880,0.0867,0.99
0.077837,0.0801,1.0051,0.0386,1.01
0.093959,0.0748,1.0102,0.0017,1.01
0.111226,0.0650,1.0136,0.0115,1.02
0.128084,0.0643,1.0065,0.0239,1.01
0.147438,0.0645,1.0039,0.0450,1.01
0.178150,0.0755,0.9980,0.0344,1.00
0.194524,0.0782,1.0031,0.0220,1.01
0.211802,0.0772,1.0075,0.0305,1.01
0.228107,0.0735,1.0026,0.0423,1.01
0.247658,0.0735,0.9970,0.0484,1.00
0.278213,0.0606,0.9995,0.0489,1.00
0.295348,0.0643,1.0024,0.0398,1.01
0.312038,0.0723,1.0080,0.0266,1.01
0.328282,0.0718,1.0063,0.0305,1.01
0.362208,0.0716,1.0061,0.0313,1.01
0.378946,0.0757,1.0024,0.0579,1.01
0.395363,0.0787,1.0007,0.0562,1.01
0.412112,0.0738,0.9982,0.0555,1.00
0.431571,0.0823,0.9999,0.0476,1.00
0.462266,0.0774,1.0019,0.0450,1.01
0.479447,0.0679,1.0078,0.0291,1.01
0.495704,0.0601,1.0105,0.0469,1.01
0.512403,0.0625,1.0053,0.0423,1.01
0.531688,0.0774,0.9938,0.0249,1.00
0.563142,0.0953,1.0070,0.0611,1.01
0.580773,0.0914,1.0002,0.0623,1.01
0.596831,0.0909,0.9943,0.0559,1.00
0.614066,0.0928,0.9982,0.0506,1.00
0.652220,0.0831,0.9992,0.0613,1.00
0.652753,0.0831,0.9992,0.0613,1.00
0.680335,0.0601,1.0122,0.0396,1.01
0.696814,0.0476,1.0146,0.0332,1.02
0.714210,0.0542,1.0021,0.0139,1.00
0.735539,0.0579,0.9899,0.0423,0.99
0.764156,0.0235,0.9843,0.0911,0.99
0.780872,0.0366,0.9899,0.0853,0.99
0.796969,0.0640,0.9980,0.0235,1.00
0.814916,0.0545,1.0012,-0.0342,1.00
0.853828,0.0464,1.0046,-0.0398,1.01
0.864329,0.0559,1.0012,-0.0300,1.00
0.880890,0.0770,0.9916,-0.0249,0.99
0.897343,0.0936,0.9836,-0.0362,0.99
0.914672,0.0999,0.9843,-0.0476,0.99
0.934788,0.0965,0.9894,-0.0318,0.99
0.954279,0.0811,0.9965,-0.0279,1.00
0.980716,0.0943,0.9985,-0.0247,1.00
0.997345,0.1224,0.9909,-0.0252,1.00
1.035392,0.1224,0.9653,-0.0442,0.97
1.035864,0.1224,0.9653,-0.0442,0.97
1.063983,0.1114,0.9679,-0.0374,0.98
1.081784,0.1102,0.9423,-0.0496,0.95
1.098984,0.0970,0.9213,-0.0303,0.93
1.136584,0.1107,0.9154,-0.0498,0.92
1.137274,0.1134,0.9166,-0.0542,0.93
1.164980,0.1244,0.9320,-0.1637,0.95
1.182737,0.0921,0.9472,-0.2133,0.98
1.198557,0.0621,0.9433,-0.1942,0.97
1.237546,0.1029,0.9061,-0.1654,0.93
1.251869,0.1222,0.8790,-0.1832,0.91
1.266560,0.1212,0.8717,-0.1617,0.89
1.283127,0.1153,0.8837,-0.1322,0.90
1.298895,0.1136,0.8724,-0.1388,0.89
1.333459,0.0464,0.6816,-0.1673,0.70
1.355962,0.0782,0.6562,-0.1515,0.68
1.370820,0.1302,0.7097,-0.1647,0.74
1.382781,0.1867,0.7290,-0.1710,0.77
1.400370,0.1713,0.6728,-0.1578,0.71
1.432775,0.0415,0.7666,-0.1485,0.78
1.456096,0.0916,0.9643,-0.3213,1.02
1.470322,0.1630,0.9736,-0.3677,1.05
1.483132,0.2094,0.8925,-0.3589,0.98
1.500846,0.1617,0.7952,-0.2761,0.86
1.540251,0.0936,0.9809,-0.2751,1.02
1.552936,0.1178,0.9897,-0.3963,1.07
1.567060,0.1226,0.9714,-0.4683,1.09
1.583142,0.1007,0.9494,-0.4310,1.05
1.600984,0.0963,0.9308,-0.3327,0.99
1.640319,0.2130,0.8780,-0.3950,0.99
1.654456,0.2426,0.8722,-0.4112,0.99
1.666475,0.2409,0.8934,-0.4068,1.01
1.684302,0.1930,0.9452,-0.4581,1.07
1.717040,0.1263,0.9376,-0.5661,1.10
1.734779,0.1251,0.9303,-0.5353,1.08
1.755122,0.1153,0.9052,-0.5406,1.06
1.771945,0.0796,0.9078,-0.5587,1.07
1.785091,0.0667,0.9259,-0.6091,1.11
1.818616,0.0982,0.9924,-0.7278,1.23
1.835985,0.1722,0.9562,-0.7341,1.22
1.856213,0.2016,0.8729,-0.5321,1.04
1.867130,0.1593,0.8314,-0.4422,0.96
1.884777,0.1087,0.8260,-0.4314,0.94
1.919511,0.1722,0.8846,-0.6203,1.09
1.940129,0.2949,0.8656,-0.6113,1.10
1.957244,0.3298,0.8844,-0.5907,1.11
1.969561,0.2856,0.9313,-0.6352,1.16
1.985053,0.1197,0.9938,-0.7065,1.23
2.019320,-0.0738,0.9858,-0.6887,1.20
2.035958,0.0625,0.9460,-0.5895,1.12
2.058276,0.2331,1.0151,-0.4405,1.13
2.071977,0.2147,1.2228,-0.3498,1.29
2.102453,0.1805,1.5936,-0.4686,1.67
2.118905,0.0596,1.4624,-0.3633,1.51
2.140526,0.1642,1.2636,-0.2646,1.30
2.155782,0.2636,1.3473,-0.2287,1.39
2.168714,0.2797,1.4111,-0.2238,1.46
2.202670,0.1214,1.2672,-0.1383,1.28
2.219206,0.0723,1.1048,-0.0757,1.11
2.240781,0.0315,0.9008,0.1314,0.91
2.255353,-0.0061,0.7845,0.2079,0.81
2.269099,0.0081,0.7354,0.2333,0.77
2.303161,0.0200,0.7410,0.1686,0.76
2.320972,0.0227,0.7981,0.0428,0.80
2.336600,0.0432,0.8280,0.0129,0.83
2.358555,0.0955,0.7754,0.2287,0.81
2.371469,0.1153,0.7468,0.4495,0.88
2.403100,0.0948,0.9098,0.1771,0.93
2.420396,0.0892,1.1326,-0.2187,1.16
2.440650,0.1456,1.2440,-0.2150,1.27
2.460671,0.1974,1.1573,0.0513,1.18
2.485713,0.2062,1.0982,0.1945,1.13
2.502807,0.1918,1.1267,0.0838,1.15
2.519813,0.1339,1.1426,-0.0166,1.15
2.537833,0.1114,1.1021,0.0210,1.11
2.558209,0.0818,1.0285,0.0611,1.03
2.574069,0.1004,1.0131,0.0452,1.02
2.603491,0.1331,0.9963,0.0679,1.01
2.621670,0.1051,0.8617,0.1739,0.89
2.636917,0.1278,0.7788,0.2162,0.82
2.658920,0.1669,0.8157,0.1138,0.84
2.672184,0.1290,0.9108,0.0164,0.92
2.704746,0.0892,1.0185,0.0147,1.02
2.720391,0.0821,0.9672,0.0801,0.97
2.742548,0.1048,0.9157,0.1520,0.93
2.754243,0.1138,0.9264,0.1642,0.95
2.772676,0.1422,0.9662,0.1451,0.99
2.805004,0.0967,1.0515,0.1520,1.07
2.821347,0.0704,1.0451,0.1908,1.06
2.844701,0.0183,1.0105,0.1932,1.03
2.859555,0.0364,0.9999,0.1825,1.02
2.889589,0.1070,1.0334,0.1011,1.04
2.904804,0.1011,1.0236,0.0586,1.03
2.922653,0.0967,0.9904,0.0640,1.00
2.938997,0.0933,0.9824,0.0989,0.99
2.961322,0.1033,0.9816,0.1082,0.99
2.989835,0.0965,0.9826,0.0635,0.99
3.004720,0.0840,0.9850,0.0630,0.99
3.022175,0.0669,0.9726,0.0958,0.98
3.038851,0.0520,0.9704,0.1327,0.98
3.068289,0.0567,0.9865,0.1380,1.00
3.088890,0.0550,1.0004,0.1192,1.01
3.106129,0.0652,1.0161,0.0953,1.02
3.122968,0.0684,1.0361,0.0696,1.04
3.138669,0.0862,1.0622,0.0332,1.07
3.160193,0.0564,1.0500,0.0252,1.05
3.188886,0.0577,0.9909,0.1229,1.00
3.205480,0.0623,0.9513,0.1815,0.97
3.223997,0.0828,0.9354,0.1874,0.96
3.239966,0.0850,0.9591,0.1485,0.97
3.259693,0.0933,0.9941,0.0848,1.00
3.290647,0.1131,0.9987,0.0508,1.01
3.306611,0.1231,0.9846,0.0836,1.00
3.322476,0.1256,0.9833,0.0972,1.00
3.347117,0.1178,0.9877,0.0909,1.00
3.359815,0.1099,0.9970,0.0977,1.01
3.390620,0.0828,1.0153,0.0880,1.02
3.407391,0.0809,1.0122,0.0591,1.02
3.423060,0.0887,1.0112,0.0459,1.02
3.445843,0.0914,1.0131,0.0638,1.02
3.473000,0.0743,1.0117,0.0586,1.02
3.491249,0.0650,1.0180,0.0486,1.02
3.506606,0.0809,1.0073,0.0186,1.01
3.525186,0.0777,0.9938,0.0298,1.00
3.541071,0.0613,0.9877,0.0723,0.99
3.562293,0.0633,0.9767,0.1266,0.99
3.590747,0.0789,0.9875,0.0669,0.99
3.606950,0.0833,0.9904,0.0362,0.99
3.625701,0.0860,1.0065,0.0533,1.01
3.642498,0.0916,1.0078,0.0943,1.02
3.677749,0.0855,0.9995,0.0945,1.01
3.690525,0.0862,1.0056,0.0738,1.01
3.707992,0.0872,1.0124,0.0525,1.02
3.724960,0.0916,1.0139,0.0398,1.02
3.764430,0.0916,0.9865,0.0860,0.99
3.765017,0.0916,0.9865,0.0860,0.99
3.790624,0.0897,0.9965,0.0892,1.00
3.808946,0.0943,1.0080,0.0545,1.01
3.825395,0.0982,1.0097,0.0391,1.02
3.846301,0.0870,1.0014,0.0520,1.01
3.875466,0.0706,0.9904,0.0782,1.00
3.891867,0.0767,0.9987,0.0728,1.00
3.908440,0.0845,1.0092,0.0469,1.01
3.925333,0.0853,1.0107,0.0281,1.01
3.947308,0.0882,1.0026,0.0559,1.01
3.974841,0.0770,0.9955,0.0892,1.00
3.992474,0.0782,1.0012,0.0706,1.01
4.008384,0.0730,1.0046,0.0484,1.01
4.045421,0.0713,1.0046,0.0586,1.01
4.060559,0.0770,1.0051,0.0633,1.01
4.075109,0.0787,1.0078,0.0606,1.01
4.092225,0.0828,1.0017,0.0555,1.01
4.108673,0.0843,0.9904,0.0682,1.00
4.126788,0.0750,0.9880,0.0801,0.99
4.164135,0.0655,1.0031,0.0528,1.01
4.176997,0.0589,1.0087,0.0293,1.01
4.192646,0.0586,1.0161,0.0203,1.02
4.227136,0.0838,1.0009,0.0706,1.01
4.243273,0.0901,0.9953,0.0789,1.00
4.266330,0.0696,0.9970,0.0594,1.00
4.279047,0.0660,1.0107,0.0667,1.02
4.293165,0.0667,1.0148,0.0618,1.02
4.327122,0.0818,0.9948,0.0581,1.00
4.343426,0.0870,0.9907,0.0652,1.00
4.366290,0.0836,0.9909,0.0738,1.00
4.378708,0.0814,0.9931,0.0745,1.00
4.393202,0.0806,0.9933,0.0870,1.00
4.426973,0.0833,1.0026,0.0594,1.01
4.444923,0.0730,1.0090,0.0616,1.01
4.464576,0.0762,1.0039,0.0579,1.01
4.478907,0.0796,1.0002,0.0640,1.01
4.494243,0.0811,1.0034,0.0757,1.01
4.514863,0.0818,1.0034,0.0750,1.01
4.548439,0.0784,1.0031,0.0660,1.01
4.562386,0.0784,1.0031,0.0623,1.01
4.578564,0.0826,1.0009,0.0552,1.01
4.594869,0.0826,0.9980,0.0574,1.00
4.628795,0.0860,0.9985,0.0928,1.01
4.646125,0.0796,0.9970,0.0821,1.00
4.667943,0.0784,1.0014,0.0701,1.01
4.682162,0.0738,1.0004,0.0672,1.01
