time,gFx,gFy,gFz,TgF
0.005282,0.0181,1.0183,-0.0740,1.02
0.036145,0.0176,1.0087,-0.0650,1.01
0.053398,0.0225,1.0026,-0.0557,1.00
0.069451,0.0222,0.9990,-0.0462,1.00
0.088150,0.0222,0.9990,-0.0462,1.00
0.119397,0.0247,1.0070,-0.0638,1.01
0.136193,0.0220,1.0119,-0.0691,1.01
0.153190,0.0186,1.0114,-0.0738,1.01
0.169659,0.0173,1.0102,-0.0765,1.01
0.203285,0.0203,1.0090,-0.0767,1.01
0.219759,0.0293,0.9960,-0.0621,1.00
0.237038,0.0291,0.9992,-0.0464,1.00
0.253631,0.0203,1.0151,-0.0559,1.02
0.269909,0.0132,1.0146,-0.0779,1.02
0.303539,0.0132,1.0087,-0.0762,1.01
0.320621,0.0315,1.0034,-0.0647,1.01
0.337335,0.0547,0.9897,-0.0647,0.99
0.353707,0.0589,0.9838,-0.0618,0.99
0.370481,0.0464,0.9921,-0.0567,0.99
0.404324,-0.0024,1.0224,-0.0408,1.02
0.421412,-0.0012,1.0148,-0.0467,1.02
0.437990,0.0105,1.0085,-0.0542,1.01
0.454154,0.0476,0.9836,-0.0848,0.99
0.490131,0.0989,0.9848,-0.0682,0.99
0.512261,0.0931,0.9909,-0.0669,1.00
0.525191,0.0860,0.9904,-0.0828,1.00
0.542210,0.0828,0.9960,-0.1075,1.01
0.554792,0.0806,0.9980,-0.1153,1.01
0.588120,0.0557,0.9924,-0.1138,1.00
0.606966,0.0462,0.9912,-0.0923,1.00
0.621716,0.0332,0.9909,-0.0845,1.00
0.638110,0.0235,0.9899,-0.0867,0.99
0.655926,0.0357,0.9999,-0.1082,1.01
0.689421,0.0596,1.0061,-0.1705,1.02
0.709581,0.0699,1.0254,-0.1974,1.05
0.724570,0.0542,1.0346,-0.2182,1.06
0.739074,0.0166,1.0219,-0.2389,1.05
0.756595,-0.0584,0.9870,-0.2389,1.02
0.794575,-0.2223,0.9472,-0.0963,0.98
0.806123,-0.1918,0.9535,-0.0115,0.97
0.822627,-0.1869,0.9914,0.0535,1.01
0.840649,-0.0340,1.0776,0.1427,1.09
0.856753,0.0623,1.1285,0.1207,1.14
0.890999,0.1390,1.1360,-0.1209,1.15
0.912589,0.0677,1.0644,-0.2162,1.09
0.925592,0.0154,1.0178,-0.2025,1.04
0.940874,-0.0288,0.9885,-0.1324,1.00
0.957278,-0.0213,0.9872,-0.0279,0.99
0.991096,-0.1424,0.9130,0.0806,0.93
1.011981,-0.1116,0.9254,0.0821,0.94
1.027921,-0.0882,0.9433,0.0750,0.95
1.040220,-0.0682,0.9589,0.0467,0.96
1.057032,-0.0511,0.9709,-0.0398,0.97
1.090905,-0.0225,0.9936,-0.1556,1.01
1.114138,-0.0318,0.9880,-0.1007,0.99
1.129793,-0.0486,0.9806,-0.0205,0.98
1.144812,-0.0755,0.9762,0.0225,0.98
1.161062,-0.1160,0.9694,0.0320,0.98
1.193871,-0.1532,1.0058,0.0007,1.02
1.212008,-0.1419,1.0349,-0.0511,1.05
1.224230,-0.1156,1.0576,-0.0882,1.07
1.241653,-0.0708,1.0918,-0.1090,1.10
1.275629,-0.0581,1.0820,-0.0963,1.09
1.297605,-0.1080,1.0815,-0.0721,1.09
1.310982,-0.1261,1.0874,-0.0608,1.10
1.325520,-0.1427,1.0852,-0.0657,1.10
1.349550,-0.2660,1.1363,-0.0621,1.17
1.376702,-0.2653,1.3779,-0.1615,1.41
1.393506,-0.2045,1.5284,-0.3972,1.59
1.411301,-0.0738,1.5425,-0.6430,1.67
1.424874,0.0567,1.4622,-0.7617,1.65
1.458865,0.0643,1.2171,-0.5499,1.34
1.474793,0.0359,1.0686,-0.4942,1.18
1.495381,0.0154,0.9061,-0.4063,0.99
1.508204,0.0244,0.8319,-0.3660,0.91
1.525663,0.0327,0.7850,-0.3193,0.85
1.558782,0.0352,0.9594,-0.2551,0.99
1.575850,0.0657,1.0381,-0.2888,1.08
1.599183,0.0997,1.0097,-0.4139,1.10
1.608559,0.1160,0.9599,-0.4378,1.06
1.626610,0.1319,0.8460,-0.4075,0.95
1.659255,0.1461,0.6557,-0.2590,0.72
1.677857,0.1287,0.5961,-0.1695,0.63
1.693214,0.1099,0.6027,-0.1146,0.62
1.715491,0.0980,0.6271,-0.0828,0.64
1.726652,0.0953,0.6428,-0.0982,0.66
1.759844,0.0901,0.7268,-0.1959,0.76
1.777607,0.0960,0.7666,-0.2336,0.81
1.797085,0.0982,0.7959,-0.2511,0.84
1.816619,0.1451,0.8438,-0.2216,0.88
1.843053,0.1820,0.9340,-0.2472,0.98
1.859623,0.1688,0.9574,-0.2770,1.01
1.877138,0.1476,0.9684,-0.2599,1.01
1.893574,0.1287,0.9860,-0.2301,1.02
1.917446,0.1261,1.0192,-0.2118,1.05
1.932171,0.1527,1.0608,-0.2081,1.09
1.960593,0.1441,1.1976,-0.2177,1.23
1.976976,0.2875,1.2203,-0.3071,1.29
1.998023,0.2707,1.3234,-0.3222,1.39
2.012629,0.2607,1.2965,-0.3152,1.36
2.044960,0.1903,1.1397,-0.1881,1.17
2.061638,0.1107,1.1517,-0.0677,1.16
2.078960,0.0139,1.2904,-0.0540,1.29
2.097922,0.0259,1.4617,-0.4173,1.52
2.113460,-0.0269,1.4451,-1.0273,1.77
2.145518,-0.0789,0.9726,-1.3232,1.64
2.160830,0.0352,0.7100,-0.8397,1.10
2.178383,0.2682,0.5582,-0.2475,0.67
2.200742,0.4532,0.7354,0.2333,0.89
2.219215,0.4666,0.9406,0.1463,1.06
2.245053,0.2072,0.9850,-0.3205,1.06
2.261686,-0.0210,0.9357,-0.4989,1.06
2.278889,-0.1715,0.8834,-0.4762,1.02
2.295654,-0.1947,0.8380,-0.3704,0.94
2.316198,-0.0860,0.7468,-0.2089,0.78
2.348981,0.0349,0.6249,-0.1334,0.64
2.367486,0.0506,0.6071,-0.1112,0.62
2.378982,0.0457,0.6171,-0.0809,0.62
2.400089,0.0401,0.6845,-0.0432,0.69
