time,gFx,gFy,gFz,TgF
0.010896,-0.0743,1.0043,-0.1297,1.02
0.028951,-0.0748,0.9970,-0.1138,1.01
0.059122,-0.0816,0.9941,-0.0945,1.00
0.078704,-0.0779,0.9936,-0.1068,1.00
0.092978,-0.0765,0.9977,-0.1119,1.01
0.109380,-0.0779,1.0029,-0.1134,1.01
0.126595,-0.0809,1.0053,-0.1114,1.01
0.159327,-0.0782,0.9946,-0.0899,1.00
0.179029,-0.0752,0.9933,-0.0997,1.00
0.193173,-0.0733,0.9992,-0.1112,1.01
0.209450,-0.0755,1.0041,-0.1163,1.01
0.243288,-0.0657,1.0034,-0.0972,1.01
0.260356,-0.0603,1.0053,-0.1046,1.01
0.276894,-0.0630,1.0083,-0.1212,1.02
0.296116,-0.0706,1.0039,-0.1195,1.01
0.310764,-0.0706,0.9980,-0.0980,1.01
0.329016,-0.0628,0.9987,-0.0877,1.00
0.360385,-0.0618,1.0004,-0.1146,1.01
0.377015,-0.0581,1.0063,-0.1363,1.02
0.396182,-0.0586,1.0105,-0.1349,1.02
0.410701,-0.0574,1.0085,-0.1187,1.02
0.443866,-0.0528,1.0009,-0.1119,1.01
0.460686,-0.0831,0.9819,-0.0928,0.99
0.480933,-0.0447,1.0051,-0.0916,1.01
0.493490,-0.0364,1.0048,-0.0811,1.01
0.511064,-0.0274,0.9868,-0.0691,0.99
0.545336,0.0007,0.9914,-0.0677,0.99
0.562172,0.0195,0.9841,-0.1085,0.99
0.581347,0.0364,0.9899,-0.1351,1.00
0.594603,0.0342,0.9914,-0.1371,1.00
0.611821,0.0183,0.9985,-0.1195,1.01
0.646399,-0.0320,1.0075,-0.0354,1.01
0.662233,-0.0579,1.0046,-0.0164,1.01
0.684964,-0.0953,1.0148,-0.0330,1.02
0.695794,-0.0987,1.0185,-0.0611,1.03
0.713163,-0.0928,1.0263,-0.1236,1.04
0.745562,-0.0662,1.0307,-0.1615,1.05
0.762955,-0.0525,1.0085,-0.1441,1.02
0.779454,-0.0464,0.9848,-0.1261,0.99
0.800928,-0.0523,0.9758,-0.1048,0.98
0.829844,-0.0572,0.9894,-0.1068,1.00
0.845857,-0.0650,0.9770,-0.1524,0.99
0.863521,-0.0836,0.9740,-0.1854,1.00
0.880257,-0.0872,0.9777,-0.1840,1.00
0.902545,-0.1041,0.9914,-0.1605,1.01
0.930554,-0.1358,1.0063,-0.1283,1.02
0.946045,-0.1471,1.0019,-0.1410,1.02
0.964456,-0.1317,1.0017,-0.1537,1.02
0.979586,-0.1085,1.0078,-0.1588,1.03
1.002726,-0.0574,1.0202,-0.1747,1.04
1.029545,-0.0276,1.0058,-0.1945,1.02
1.046092,-0.0298,0.9912,-0.1825,1.01
1.064905,-0.0601,0.9689,-0.1605,0.98
1.084150,-0.1080,0.9667,-0.1520,0.98
1.096805,-0.1346,0.9841,-0.1590,1.01
1.129999,-0.2213,1.0061,-0.1864,1.05
1.148971,-0.2511,0.9826,-0.1796,1.03
1.165400,-0.2575,0.9706,-0.1459,1.01
1.181475,-0.2511,0.9740,-0.1004,1.01
1.203341,-0.2279,1.0039,-0.0818,1.03
1.229937,-0.1805,1.0134,-0.1395,1.04
1.247578,-0.1761,0.9824,-0.1972,1.02
