time,gFx,gFy,gFz,TgF
0.002224,0.0222,0.9714,0.2055,0.99
0.035505,0.0154,0.9762,0.2172,1.00
0.036397,0.0134,0.9743,0.2147,1.00
0.068996,0.0161,0.9865,0.2055,1.01
0.077097,0.0159,0.9916,0.2077,1.01
0.093809,0.0169,0.9948,0.2118,1.02
0.127481,0.0081,0.9826,0.2135,1.01
0.143812,0.0264,0.9777,0.2150,1.00
0.162957,0.0435,0.9770,0.2108,1.00
0.177310,0.0371,0.9970,0.2033,1.02
0.211416,0.0066,0.9782,0.2035,1.00
0.227463,0.0120,0.9704,0.2099,0.99
0.244568,0.0208,0.9721,0.2091,0.99
0.261630,0.0281,0.9787,0.2135,1.00
0.280857,0.0193,0.9872,0.2272,1.01
0.311331,-0.0039,0.9877,0.2101,1.01
0.327760,0.0064,0.9826,0.1930,1.00
0.344982,0.0103,0.9784,0.1896,1.00
0.361950,0.0071,0.9777,0.1876,1.00
0.381326,0.0090,0.9821,0.1886,1.00
0.411434,0.0037,0.9977,0.2279,1.02
0.428237,-0.0024,0.9916,0.2074,1.01
0.445533,0.0064,0.9789,0.1950,1.00
0.461768,0.0188,0.9721,0.1991,0.99
0.481346,0.0178,0.9701,0.2101,0.99
0.511430,0.0037,0.9902,0.1998,1.01
0.528920,0.0037,0.9973,0.1981,1.02
0.545347,0.0024,0.9946,0.2125,1.02
0.564979,-0.0032,0.9875,0.2135,1.01
0.579736,-0.0042,0.9838,0.2035,1.00
0.612313,0.0064,0.9758,0.2030,1.00
0.629976,0.0110,0.9799,0.2067,1.00
0.645459,0.0147,0.9828,0.2057,1.00
0.666782,0.0132,0.9907,0.2001,1.01
0.696131,0.0007,0.9921,0.1989,1.01
0.712758,-0.0098,0.9865,0.2035,1.01
0.730628,-0.0059,0.9848,0.1994,1.00
0.746921,-0.0007,0.9782,0.1950,1.00
0.767885,0.0073,0.9804,0.1891,1.00
0.784161,0.0081,0.9826,0.1945,1.00
0.813301,0.0017,0.9819,0.2103,1.00
0.831439,-0.0015,0.9831,0.2081,1.00
0.846751,-0.0010,0.9875,0.1996,1.01
0.871082,-0.0015,0.9890,0.1891,1.01
0.897903,0.0022,0.9853,0.1918,1.00
0.914119,0.0044,0.9833,0.1925,1.00
0.930473,0.0046,0.9853,0.1932,1.00
0.948429,0.0029,0.9853,0.1952,1.00
0.965418,0.0032,0.9836,0.2064,1.01
0.987093,0.0022,0.9858,0.1896,1.00
1.014034,0.0134,0.9846,0.1715,1.00
1.030715,0.0081,0.9848,0.1845,1.00
1.049792,-0.0017,0.9865,0.1754,1.00
1.086623,0.0142,0.9892,0.2111,1.01
1.087724,0.0132,0.9907,0.2108,1.01
1.114171,-0.0017,0.9870,0.1759,1.00
1.131844,0.0037,0.9814,0.1788,1.00
1.148453,0.0120,0.9819,0.1859,1.00
1.187440,0.0208,0.9909,0.1903,1.01
1.197110,0.0151,0.9912,0.1864,1.01
1.215604,0.0139,0.9921,0.1801,1.01
1.232365,0.0161,0.9919,0.1903,1.01
1.249706,0.0154,0.9850,0.1876,1.00
1.287492,0.0164,0.9811,0.2020,1.00
1.298461,0.0139,0.9850,0.2033,1.01
1.315041,0.0125,0.9877,0.1918,1.01
1.332569,0.0173,0.9882,0.1823,1.01
1.348664,0.0159,0.9868,0.1825,1.00
1.371514,0.0156,0.9860,0.1884,1.00
1.398294,0.0122,0.9870,0.1862,1.00
1.415706,0.0137,0.9848,0.1803,1.00
1.432419,0.0112,0.9831,0.1764,1.00
1.450012,0.0117,0.9843,0.1725,1.00
1.489746,0.0073,0.9865,0.1815,1.00
1.501284,0.0093,0.9858,0.1862,1.00
1.516911,0.0103,0.9863,0.1893,1.00
1.532630,0.0100,0.9863,0.1893,1.00
1.567788,0.0115,0.9863,0.1752,1.00
1.602390,0.0115,0.9831,0.1896,1.00
1.602697,0.0115,0.9831,0.1896,1.00
1.621554,0.0105,0.9858,0.1930,1.00
1.649415,0.0110,0.9907,0.1932,1.01
1.666543,0.0107,0.9912,0.1769,1.01
1.686265,0.0173,0.9897,0.1813,1.01
1.699908,0.0159,0.9828,0.1695,1.00
1.716430,0.0159,0.9809,0.1845,1.00
1.750331,0.0161,0.9870,0.1835,1.00
1.767808,0.0151,0.9892,0.2130,1.01
1.788718,0.0061,0.9955,0.1776,1.01
1.801340,0.0061,0.9868,0.1725,1.00
1.817097,0.0093,0.9802,0.1842,1.00
1.850377,0.0142,0.9868,0.1925,1.01
1.868137,0.0156,0.9919,0.1798,1.01
1.896746,0.0176,0.9904,0.1630,1.00
1.900955,0.0169,0.9875,0.1598,1.00
1.917655,0.0222,0.9885,0.1805,1.01
1.950412,0.0186,0.9887,0.1798,1.01
1.971758,0.0149,0.9872,0.1969,1.01
1.984292,0.0095,0.9894,0.1969,1.01
2.000838,0.0137,0.9907,0.1842,1.01
2.018576,0.0139,0.9887,0.1744,1.00
2.051770,0.0154,0.9843,0.1825,1.00
2.068624,0.0186,0.9855,0.1847,1.00
2.090084,0.0156,0.9897,0.1796,1.01
2.102238,0.0129,0.9907,0.1788,1.01
2.118645,0.0154,0.9897,0.1783,1.01
2.152661,0.0161,0.9865,0.1808,1.00
2.168780,0.0156,0.9870,0.1801,1.00
