time,gFx,gFy,gFz,TgF
0.003528,0.0479,0.9897,0.1989,1.01
0.019342,0.0447,0.9762,0.2905,1.02
0.044652,0.0322,0.9687,0.2262,1.00
0.061103,0.0398,0.9797,0.2057,1.00
0.077333,0.0374,0.9965,0.2035,1.02
0.093996,0.0264,0.9963,0.1967,1.02
0.113507,0.0186,0.9816,0.1942,1.00
0.130391,0.0274,0.9789,0.2038,1.00
0.161593,0.0403,0.9772,0.2001,1.00
0.177748,0.0508,0.9667,0.2011,0.99
0.194434,0.0523,0.9675,0.2081,0.99
0.214190,0.0508,0.9787,0.2106,1.00
0.244710,0.0386,1.0034,0.2016,1.02
0.261751,0.0528,0.9907,0.1796,1.01
0.278208,0.0511,0.9784,0.1798,1.00
0.295353,0.0452,0.9758,0.2035,1.00
0.311776,0.0428,0.9802,0.2081,1.00
0.345279,0.0335,0.9865,0.1422,1.00
0.361754,0.0254,0.9811,0.1463,0.99
0.378372,0.0086,0.9733,0.1864,0.99
0.395516,-0.0215,0.9450,0.2191,0.97
0.411904,-0.0699,0.9269,0.2187,0.95
0.445414,-0.1691,0.9235,0.1378,0.95
0.462070,-0.2047,0.9340,0.1329,0.97
0.478512,-0.1681,0.9772,0.2089,1.01
0.495633,-0.0215,1.0940,0.2976,1.13
0.532327,-0.0183,1.0864,0.2077,1.11
0.545516,-0.0386,1.0178,0.2201,1.04
0.567233,0.0354,0.9249,0.3149,0.98
0.578753,0.0371,0.8929,0.3374,0.96
0.595748,0.0076,0.9066,0.2841,0.95
0.629927,-0.0916,0.9858,0.1581,1.00
0.646479,-0.1290,0.9797,0.1446,1.00
0.664148,-0.0967,0.9567,0.2055,0.98
0.680658,-0.0704,0.9440,0.2050,0.97
0.717549,-0.0406,0.9804,0.2030,1.00
0.731488,-0.0479,0.9938,0.2020,1.02
0.746736,-0.0574,0.9943,0.2067,1.02
0.764051,-0.0569,0.9677,0.2753,1.01
0.779870,-0.0691,0.9631,0.2612,1.00
