time,gFx,gFy,gFz,TgF
0.007065,0.0249,0.9858,0.1752,1.00
0.009480,0.0232,0.9855,0.1779,1.00
0.039562,0.0266,0.9890,0.1757,1.00
0.056131,0.0340,0.9968,0.1652,1.01
0.073275,0.0264,0.9929,0.1622,1.01
0.097089,0.0220,0.9877,0.1642,1.00
0.122353,0.0220,0.9909,0.1686,1.01
0.139759,0.0244,0.9912,0.1732,1.01
0.156060,0.0235,0.9938,0.1678,1.01
0.175633,0.0217,0.9933,0.1634,1.01
0.189824,0.0291,0.9890,0.1659,1.00
0.223242,0.0308,0.9863,0.1656,1.00
0.239654,0.0337,0.9909,0.1647,1.01
0.256442,0.0435,0.9899,0.1759,1.01
0.275914,0.0296,0.9897,0.1801,1.01
0.290293,0.0134,0.9931,0.1627,1.01
0.323414,0.0205,0.9948,0.1803,1.01
0.339929,0.0257,0.9843,0.1879,1.00
0.356829,0.0230,0.9828,0.1771,1.00
0.373534,0.0271,0.9767,0.1783,0.99
0.393138,0.0205,0.9887,0.1542,1.00
0.423583,0.0232,0.9990,0.1693,1.01
0.440380,0.0235,0.9907,0.1725,1.01
0.457403,0.0257,0.9821,0.1681,1.00
0.473758,0.0198,0.9833,0.1805,1.00
0.493545,0.0176,0.9899,0.1725,1.00
0.523776,0.0205,0.9968,0.1625,1.01
0.540769,0.0144,0.9965,0.1713,1.01
0.558840,0.0095,1.0002,0.1783,1.02
0.574774,0.0037,0.9977,0.1766,1.01
0.595987,0.0103,0.9907,0.1632,1.00
0.624682,0.0347,0.9821,0.1600,1.00
0.642120,0.0286,0.9824,0.1757,1.00
0.659072,0.0225,0.9870,0.1859,1.00
0.679918,0.0098,0.9890,0.1813,1.01
0.695040,0.0103,0.9919,0.1759,1.01
0.726350,0.0217,0.9836,0.1771,1.00
0.743087,0.0203,0.9833,0.1801,1.00
0.758986,0.0183,0.9858,0.1766,1.00
0.782020,0.0169,0.9872,0.1845,1.00
0.808491,0.0103,0.9921,0.1703,1.01
0.825440,0.0169,0.9870,0.1827,1.00
0.842079,0.0137,0.9826,0.1845,1.00
0.859508,0.0120,0.9814,0.1857,1.00
0.880547,0.0044,0.9960,0.1608,1.01
0.908872,0.0117,0.9963,0.1725,1.01
0.926261,0.0203,0.9826,0.1954,1.00
0.942263,0.0225,0.9890,0.1671,1.00
0.959807,0.0220,0.9955,0.1713,1.01
0.982766,0.0186,0.9828,0.1517,0.99
1.009316,0.0271,1.0002,0.1639,1.01
1.027030,0.0298,0.9970,0.1656,1.01
1.041954,0.0308,0.9929,0.1544,1.01
1.060133,0.0291,0.9899,0.1578,1.00
1.100897,0.0230,0.9933,0.1517,1.01
1.117758,0.0222,0.9953,0.1637,1.01
1.125986,0.0239,0.9948,0.1678,1.01
1.142850,0.0247,0.9943,0.1713,1.01
1.160191,0.0227,0.9853,0.1793,1.00
1.198783,0.0203,0.9887,0.1681,1.00
1.210643,0.0237,0.9904,0.1695,1.01
1.226873,0.0259,0.9912,0.1757,1.01
1.244141,0.0237,0.9914,0.1722,1.01
1.282436,0.0105,0.9946,0.1622,1.01
1.295663,0.0115,0.9926,0.1647,1.01
1.310320,0.0169,0.9929,0.1671,1.01
1.327383,0.0227,0.9907,0.1666,1.00
1.344925,0.0264,0.9877,0.1739,1.00
