time,gFx,gFy,gFz,TgF
0.009545,0.0804,0.9997,0.1451,1.01
0.035058,0.0770,0.9894,0.1744,1.01
0.043483,0.0821,0.9941,0.1700,1.01
0.069108,0.1021,0.9912,0.1688,1.01
0.093307,0.1099,0.9794,0.1639,1.00
0.109752,0.1041,0.9767,0.1747,1.00
0.127064,0.0980,0.9846,0.1678,1.00
0.163209,0.1102,0.9897,0.1639,1.01
0.177369,0.1131,0.9841,0.1637,1.00
0.193489,0.1156,0.9799,0.1732,1.00
0.210500,0.1173,0.9784,0.1781,1.00
0.227519,0.1114,0.9797,0.1766,1.00
0.251694,0.1099,0.9738,0.1854,1.00
0.277383,0.1327,0.9789,0.1881,1.01
0.294082,0.1353,0.9831,0.1830,1.01
0.310942,0.1258,0.9806,0.1823,1.01
0.327713,0.1170,0.9740,0.1881,1.00
0.347393,0.1092,0.9635,0.1835,0.99
0.377561,0.1148,0.9687,0.1691,0.99
0.394621,0.1136,0.9850,0.1588,1.00
0.411225,0.0972,1.0056,0.1371,1.02
0.427959,0.0823,0.9992,0.1153,1.01
0.447814,0.0796,0.9633,0.1476,0.98
0.478015,0.0169,0.9533,0.1840,0.97
0.495148,-0.1200,1.0735,0.1871,1.10
0.511583,-0.2316,1.1993,0.1774,1.23
0.528941,-0.2350,1.1739,0.0992,1.20
0.567190,-0.0007,0.7517,0.3420,0.83
0.583584,0.0914,0.7163,0.3770,0.81
0.596293,0.1068,0.8333,0.2519,0.88
0.611765,0.0916,1.0918,0.0765,1.10
0.647398,-0.0545,1.1302,0.0308,1.13
0.667536,-0.0943,0.9728,0.1542,0.99
0.680640,-0.0948,0.9367,0.1969,0.96
0.696539,-0.0464,0.9508,0.2079,0.97
0.711622,-0.0188,0.9723,0.2336,1.00
0.746725,-0.0103,0.9438,0.1972,0.96
0.766818,0.0081,0.9442,0.1974,0.96
0.779380,0.0115,0.9638,0.1630,0.98
0.796153,0.0259,0.9750,0.1703,0.99
0.813747,0.0430,0.9721,0.1796,0.99
0.846415,-0.0071,0.9714,0.1476,0.98
0.868562,-0.0364,0.9758,0.1588,0.99
0.881515,-0.0254,0.9780,0.1903,1.00
0.896234,-0.0107,0.9777,0.2353,1.01
0.930576,-0.0257,0.9943,0.2145,1.02
0.951656,-0.0667,0.9772,0.2089,1.00
0.963253,-0.0704,0.9479,0.2575,0.98
0.980181,-0.0232,0.9606,0.2988,1.01
0.997787,0.0051,1.0200,0.2467,1.05
1.030547,-0.0154,1.0542,0.1564,1.07
1.052469,-0.0266,0.9902,0.2597,1.02
1.064796,-0.0247,0.9921,0.2919,1.03
1.080249,-0.0567,1.0300,0.2516,1.06
1.097894,-0.1080,1.0960,0.1808,1.12
1.131488,-0.2419,1.2851,0.1502,1.32
1.154073,-0.2614,1.3276,0.2248,1.37
1.163798,-0.1947,1.3368,0.3498,1.40
1.181387,-0.1551,1.3774,0.1559,1.39
1.215784,-0.0801,1.2909,-0.1546,1.30
1.231240,0.0423,1.1040,-0.0078,1.10
1.254972,0.0735,0.9335,0.0401,0.94
1.268126,0.0281,0.9313,-0.0603,0.93
1.281164,0.0186,1.0021,-0.1744,1.02
1.314871,0.0647,1.0757,-0.1576,1.09
1.332617,0.0955,1.0029,-0.0804,1.01
1.348072,0.1302,0.9758,-0.0413,0.99
1.371116,0.1717,0.9345,-0.0257,0.95
1.382092,0.1810,0.9203,-0.0508,0.94
1.416515,0.1068,0.8626,-0.0518,0.87
1.433862,0.0767,0.8363,-0.0002,0.84
1.449300,0.0476,0.8465,0.0144,0.85
1.470471,0.0308,0.8646,-0.0235,0.87
1.498938,-0.0215,0.8617,0.0308,0.86
